Year,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2016,82,Devin Patterson,OMAHA,32,32.7,18.1,5.7,13.3,.428,1.8,5.2,.352,4.9,6.1,.804,0.4,2.1,2.5,3.2,1.8,0.0,2.7,2.6
2016,83,Reggie Johnson,HMPTN,32,36.0,18.1,6.0,16.2,.370,1.7,5.8,.292,4.4,6.1,.722,1.2,2.4,3.6,4.0,1.7,0.1,2.8,3.0
2016,84,Thomas Walkup,SFA,34,29.5,18.1,6.4,10.9,.588,0.3,1.1,.256,5.0,6.1,.817,2.3,4.5,6.9,4.5,2.1,0.5,1.7,2.7
2016,85,Malcolm Hill,ILL,34,35.1,18.1,5.6,12.9,.436,1.1,3.5,.314,5.7,6.9,.821,1.3,5.3,6.6,3.3,1.2,0.4,2.2,2.6
2016,86,Michael Bryson,UCSB,32,33.7,18.0,6.3,13.2,.478,2.3,5.9,.383,3.2,3.8,.821,1.6,4.8,6.4,2.4,0.8,0.6,2.5,2.3
2016,87,Thomas Wilder,WMY,32,31.8,18.0,5.4,12.7,.425,1.4,3.6,.391,5.9,7.4,.790,0.7,3.5,4.2,3.1,1.6,0.1,2.1,2.7
2016,88,Rodney Pryor,RMU,29,32.1,18.0,6.1,14.1,.434,1.7,5.8,.290,4.0,4.7,.860,1.8,6.2,8.0,1.7,1.4,0.9,2.9,2.5
2016,89,Ryan Bowie,UTSA,32,34.6,18.0,5.9,13.3,.442,2.5,6.3,.403,3.7,4.8,.776,1.6,5.0,6.6,1.6,0.8,0.2,2.2,2.8
2016,90,Jeremy Senglin,WEBER,35,35.0,17.9,6.1,12.5,.487,3.0,7.0,.433,2.7,4.4,.617,0.4,3.2,3.6,2.8,0.7,0.1,2.2,1.8
2016,91,Derrick Colter,DUQ,34,35.9,17.9,5.7,14.1,.403,2.4,6.9,.343,4.2,5.1,.827,0.5,3.1,3.6,4.6,1.0,0.2,3.2,2.0
2016,92,David Walker,NEU,33,38.3,17.9,5.4,12.1,.449,2.9,7.1,.413,4.1,4.8,.866,0.6,3.3,3.8,4.0,1.4,0.4,1.9,0.9
2016,93,Jaylen Adams,STBN,30,37.5,17.9,5.0,11.2,.445,2.8,6.4,.438,5.1,5.8,.874,0.8,2.9,3.7,5.0,1.3,0.3,2.7,2.7
2016,94,Jarelle Reischel,EKU,30,31.4,17.9,5.5,11.3,.487,1.3,3.5,.381,5.6,7.1,.784,1.3,5.5,6.8,3.2,1.7,0.4,4.1,2.9
2016,95,Garret Covington,WIU,27,33.8,17.9,5.9,13.3,.444,2.9,6.7,.423,3.3,4.1,.793,0.4,3.7,4.1,2.0,0.9,0.2,2.2,1.7
2016,96,Juan'ya Green,HOF,34,37.7,17.8,5.1,12.8,.398,2.0,5.5,.362,5.6,7.1,.800,0.7,3.6,4.4,7.1,1.6,0.5,3.0,2.3
2016,97,Omar Prewitt,W&M,31,32.2,17.8,6.1,12.3,.493,1.4,3.8,.364,4.3,6.1,.704,0.8,4.4,5.2,2.5,0.8,0.5,1.9,2.3
2016,98,Tookie Brown,GASO,31,30.8,17.8,5.7,13.2,.434,1.6,4.3,.373,4.7,5.8,.812,0.6,2.6,3.2,3.4,1.6,0.1,2.2,2.6
2016,99,Kory Holden,DEL,30,36.3,17.7,6.0,15.3,.394,2.3,5.9,.388,3.4,4.2,.795,0.5,2.5,3.0,4.2,0.4,0.1,2.9,2.1
2016,100,Tim Kempton,LEHI,29,29.8,17.7,6.3,11.3,.555,0.2,0.6,.313,5.0,6.6,.755,2.4,7.1,9.5,1.4,0.7,0.4,2.9,3.1
2017,1,Marcus Keene,CMU,32,36.8,30.0,9.8,21.9,.447,3.9,10.6,.368,6.5,7.9,.819,0.7,3.8,4.5,4.9,0.8,0.0,4.5,2.0
2017,2,Chris Clemons,CAM,36,33.5,25.1,8.4,18.7,.447,3.3,9.2,.355,5.1,6.2,.825,0.5,4.1,4.6,2.6,1.9,0.5,2.8,1.9
2017,3,Mike Daum,SDKSU,35,32.7,25.1,7.8,15.2,.514,2.3,5.4,.418,7.2,8.3,.869,2.2,6.0,8.1,1.4,0.6,0.4,2.8,2.5
2017,4,Dallas Moore,UNF,34,35.1,23.9,8.8,18.0,.488,2.9,7.4,.398,3.4,4.1,.826,0.8,2.4,3.1,4.0,1.1,0.1,2.4,1.1
2017,5,Randy Onwuasor,SUU,33,35.0,23.6,7.7,18.8,.409,1.8,5.8,.306,6.5,7.9,.827,1.6,5.0,6.6,3.2,1.5,0.4,3.4,3.2
2017,6,Markelle Fultz,UWASH,25,35.7,23.2,8.4,17.6,.476,2.1,5.0,.413,4.4,6.7,.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5
2017,7,Tyler Hall,MTSTU,32,34.6,23.1,7.5,15.8,.476,3.8,8.8,.429,4.3,5.2,.837,0.5,4.8,5.4,2.8,1.1,0.3,2.0,2.4
2017,8,Alec Peters,VAL,29,35.1,23.0,7.5,16.1,.466,2.0,5.5,.363,5.9,6.7,.887,2.6,7.6,10.1,2.2,0.8,0.4,2.4,2.2
2017,9,Cameron Morse,YSU,31,36.2,22.9,8.4,20.2,.415,2.5,7.7,.319,3.7,5.0,.737,0.5,2.7,3.2,3.1,1.0,0.1,2.1,1.4
2017,10,Rashawn Thomas,TAMU-CC,34,33.7,22.5,7.9,15.0,.524,0.4,1.1,.378,6.3,8.8,.721,2.3,6.7,9.0,2.7,1.6,2.0,3.7,3.5
2017,11,Keon Johnson,WIN,32,35.1,22.3,6.9,15.9,.433,3.2,7.9,.402,5.3,6.2,.868,0.4,3.5,4.0,2.6,0.7,0.0,2.3,1.9
2017,12,Jack Gibbs,DAV,31,36.2,22.1,6.9,16.2,.427,3.0,7.7,.392,5.2,6.5,.797,0.7,3.3,4.0,4.1,1.3,0.0,2.6,2.5
2017,13,Jonathan Stark,MRRY,33,36.6,21.9,7.5,17.2,.438,3.3,7.7,.425,3.5,4.3,.830,0.3,3.6,3.9,5.2,1.3,0.0,2.9,2.3
2017,14,T.J. Williams,NEU,30,38.2,21.4,6.7,14.5,.463,1.2,3.6,.333,6.7,8.8,.762,0.8,3.9,4.7,5.3,1.0,0.1,3.4,2.2
2017,15,Sindarius Thornwell,SOCAR,31,34.0,21.4,6.3,14.2,.444,1.9,4.8,.392,6.9,8.4,.830,2.5,4.6,7.1,2.8,2.1,1.0,2.5,2.3
2017,16,"Lamond Murray, Jr.",PEPP,31,34.2,21.4,8.1,17.0,.475,1.6,4.3,.381,3.5,4.5,.779,1.2,4.5,5.7,1.3,1.1,0.4,2.6,2.1
2017,17,Braylon Rayson,CMU,32,37.3,21.2,6.5,17.2,.381,2.9,8.1,.360,5.3,6.2,.848,0.8,3.6,4.4,3.2,1.2,0.0,2.7,2.2
2017,18,Dewayne Russell,GCU,28,38.3,21.2,7.0,17.6,.400,1.9,4.7,.397,5.3,6.9,.758,0.5,3.3,3.8,5.4,1.5,0.1,2.7,2.1
2017,19,Kendrick Ray,KENN,31,33.8,21.2,7.9,17.5,.449,2.8,7.0,.394,2.6,3.4,.788,1.0,2.7,3.7,3.1,0.7,0.3,2.6,2.4
2017,20,Jeremy Senglin,WEBER,34,35.3,21.1,6.9,14.4,.476,3.9,8.7,.447,3.6,4.6,.766,0.2,3.7,3.9,2.8,1.1,0.0,2.4,2.1
2017,21,Tiwian Kendley,MORST,23,32.3,21.0,6.0,16.2,.373,2.1,6.7,.310,6.9,8.7,.786,1.8,3.6,5.4,1.2,1.2,0.4,4.3,2.8
2017,22,Victor Sanders,IDAHO,32,32.9,20.9,6.4,14.2,.455,3.2,7.2,.439,4.9,6.3,.781,0.4,2.9,3.3,3.3,1.7,0.3,3.2,2.8
2017,23,Frank Mason,KU,36,36.1,20.9,6.7,13.7,.490,2.3,4.8,.471,5.3,6.6,.794,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2.0
2017,24,Jaylon Brown,UE,33,36.8,20.9,6.7,14.4,.463,1.2,2.7,.427,6.4,7.5,.858,0.5,3.9,4.4,3.1,1.0,0.1,2.5,2.4
2017,25,Jaylen Adams,STBN,30,37.4,20.6,5.6,13.4,.419,2.6,7.2,.356,6.9,8.4,.821,0.6,3.1,3.7,6.5,2.1,0.2,3.4,2.8
2017,26,Bogdan Bliznyuk,EWASH,34,36.8,20.6,7.4,15.6,.474,1.1,3.5,.317,4.7,5.8,.821,1.1,5.5,6.5,4.0,1.1,0.2,3.1,2.7
2017,27,Rob Gray,U of H,31,32.3,20.6,7.5,15.9,.473,2.0,5.3,.382,3.5,4.3,.813,1.1,2.7,3.7,2.9,1.2,0.2,2.3,1.8
2017,28,Peyton Aldridge,DAV,32,36.9,20.5,7.3,14.7,.495,2.2,5.3,.409,3.8,4.5,.833,1.7,6.5,8.2,2.2,0.9,0.9,1.7,2.0
2017,29,Gian Clavell,COLST,27,36.6,20.4,7.1,16.6,.430,2.9,7.5,.386,3.3,4.7,.693,1.4,4.9,6.3,1.7,2.0,0.7,2.0,2.1
2017,30,Tim Kempton,LEHI,32,31.7,20.4,7.2,13.2,.547,0.7,1.8,.411,5.3,6.9,.760,1.9,8.5,10.4,1.1,0.9,1.3,3.1,3.1
2017,31,Garrison Mathews,LIP,32,31.2,20.4,6.3,13.8,.458,2.8,7.9,.352,5.0,6.8,.726,1.2,4.4,5.6,2.3,0.8,0.2,2.3,2.6
2017,32,Jake Wiley,EWASH,34,34.3,20.4,7.8,12.1,.642,0.1,0.2,.714,4.7,5.6,.828,2.8,6.3,9.1,2.4,0.8,2.8,3.8,3.0
2017,33,Josh Robinson,APSU,29,36.6,20.3,6.4,14.7,.439,2.4,6.7,.366,5.0,6.1,.824,0.3,2.6,3.0,3.5,1.0,0.1,2.6,1.9
2017,34,Eric Mika,BYU,34,28.6,20.3,6.9,13.0,.528,0.0,0.0,.000,6.6,8.7,.763,3.1,6.1,9.2,1.6,0.6,1.9,2.5,2.7
2017,35,Nisre Zouzoua,BRYNT,31,35.5,20.3,6.7,16.4,.409,3.0,8.1,.367,3.9,5.0,.769,0.9,3.2,4.2,1.5,1.5,0.4,1.9,2.7
2017,36,Evan Bradds,BLMNT,29,31.9,20.0,8.0,12.9,.625,0.1,0.3,.444,3.8,5.1,.750,1.9,6.5,8.4,2.3,0.4,0.2,2.9,2.6
2017,37,Garret Covington,WIU,28,34.8,19.9,6.4,15.3,.416,3.1,8.1,.377,4.1,4.7,.878,0.4,3.3,3.6,3.2,0.8,0.1,2.9,1.8
2017,38,Peter Jok,IOWA,32,30.7,19.9,6.2,14.6,.426,2.6,6.9,.380,4.8,5.3,.911,0.9,4.6,5.5,2.6,1.1,0.1,2.5,2.2
2017,39,Jalen Ross,UHA,29,34.6,19.9,6.0,15.6,.383,2.4,6.6,.359,5.6,6.7,.826,0.3,3.2,3.4,2.1,1.3,0.0,2.9,1.4
2017,40,Malik Monk,UK,38,32.1,19.8,6.6,14.7,.450,2.7,6.9,.397,3.9,4.7,.822,0.3,2.2,2.5,2.3,0.9,0.5,2.0,1.9
2017,41,Jon Elmore,MARSH,35,35.1,19.7,6.0,14.5,.412,2.4,6.7,.352,5.4,6.7,.807,0.6,3.7,4.3,5.9,1.1,0.2,3.1,1.8
2017,42,Marcus Marshall,UNR,35,35.4,19.7,5.9,13.9,.421,3.3,8.7,.380,4.7,5.7,.828,0.3,2.1,2.5,3.7,0.9,0.1,1.7,2.1
2017,43,Justin Robinson,MONM,34,33.2,19.7,6.2,14.9,.417,2.8,7.0,.403,4.4,5.1,.856,0.6,3.2,3.8,4.8,1.4,0.1,2.6,1.6
2017,44,Mike Young,PITT,33,33.2,19.6,6.6,14.5,.454,1.3,3.7,.344,5.2,6.7,.778,1.6,5.2,6.8,2.7,0.6,0.8,2.1,1.8
2017,45,Ike Smith,GASO,33,30.5,19.6,7.0,14.0,.499,1.8,4.7,.396,3.8,5.9,.651,1.1,4.2,5.2,1.7,1.4,0.6,2.2,2.2
2017,46,Q.J. Peterson,VMI,30,31.7,19.6,6.7,15.5,.431,2.6,7.1,.368,3.7,5.2,.712,1.7,4.8,6.5,2.4,1.6,0.1,2.6,2.0
2017,47,Jonathan Williams,U of T,32,34.3,19.6,6.6,15.0,.443,2.1,6.5,.319,4.3,5.3,.817,0.7,2.3,3.0,3.2,0.8,0.1,2.7,2.1
2017,48,Jon Davis,CHAR,30,35.2,19.6,6.5,13.6,.482,1.6,4.3,.380,4.9,6.3,.782,0.3,3.1,3.4,4.2,1.1,0.3,3.1,1.6
2017,49,Jacolby Mobley,UTM,29,35.3,19.5,6.3,14.9,.421,3.3,8.9,.367,3.7,4.7,.781,0.8,2.1,2.9,2.1,1.0,0.1,2.0,2.0
2017,50,Luke Kennard,DUKE,37,35.5,19.5,6.4,13.1,.490,2.4,5.4,.438,4.3,5.1,.856,1.2,3.9,5.1,2.5,0.8,0.4,1.6,2.2
2017,51,Tyler Nelson,FAIR,31,36.1,19.5,6.3,14.3,.443,2.6,6.7,.391,4.2,4.9,.856,0.7,2.4,3.2,3.6,1.1,0.1,2.2,1.7
2017,52,Jordan Howard,UCA,32,34.3,19.5,5.9,13.7,.431,3.2,7.1,.445,4.5,5.1,.889,0.3,3.3,3.6,2.9,1.1,0.1,2.5,1.1
2017,53,Jordan Davis,NOCOL,29,33.7,19.4,7.3,14.8,.491,0.9,2.9,.298,4.0,6.6,.602,0.7,4.1,4.8,5.6,1.2,0.5,4.3,2.9
2017,54,Jonathan Wade,NORF,34,34.9,19.4,6.4,13.2,.484,1.8,4.7,.384,4.8,6.4,.748,1.6,5.2,6.8,1.9,0.6,0.1,3.2,2.1
2017,55,Patrick Cole,NCCU,33,35.3,19.3,6.2,16.0,.384,2.0,5.9,.340,5.0,6.6,.756,1.2,5.8,7.0,5.6,0.9,0.2,3.8,2.4
2017,56,Erik Thomas,NEWOR,32,32.6,19.3,7.0,11.8,.588,0.1,0.5,.235,5.2,6.6,.783,3.0,4.8,7.8,2.3,1.5,0.3,2.8,2.1
2017,57,Quinton Hooker,UND,32,36.1,19.3,6.3,13.5,.468,2.6,5.9,.444,4.0,4.6,.865,0.8,3.8,4.6,3.6,1.8,0.2,1.8,2.2
2017,58,Thomas Wilder,WMY,32,31.7,19.3,6.2,13.4,.458,2.0,4.4,.444,5.0,6.0,.832,0.4,3.8,4.3,3.8,1.3,0.4,2.0,2.4
2017,59,Daniel Dixon,W&M,30,29.5,19.2,6.3,13.0,.482,2.4,6.4,.378,4.2,4.9,.870,0.9,3.8,4.7,2.5,0.7,0.3,2.2,2.8
2017,60,Dedric Lawson,MEMP,32,34.5,19.2,6.8,14.7,.461,0.9,3.5,.270,4.8,6.4,.741,2.9,7.0,9.9,3.3,1.3,2.1,2.4,2.5
2017,61,Jawun Evans,OKST,32,29.3,19.2,6.6,15.1,.438,1.1,3.0,.379,4.8,6.0,.812,0.8,2.7,3.4,6.4,1.8,0.1,2.8,2.3
2017,62,John Collins,WF,33,26.6,19.2,7.1,11.4,.622,0.0,0.0,.000,5.0,6.7,.745,3.8,6.1,9.8,0.5,0.6,1.6,1.8,3.0
2017,63,T.J. Cromer,ETSU,35,31.7,19.1,6.4,14.0,.456,3.0,7.5,.406,3.3,4.0,.820,0.5,2.4,2.8,3.2,1.0,0.4,2.8,2.4
2017,64,Semi Ojeleye,SMU,35,34.1,19.0,6.0,12.3,.487,2.1,4.9,.424,4.9,6.3,.785,2.3,4.6,6.9,1.5,0.4,0.4,1.4,1.8
2017,65,Marcus Evans,RICE,35,31.7,19.0,5.6,13.3,.425,2.5,6.5,.376,5.3,6.7,.787,0.4,2.9,3.3,3.7,1.1,0.1,3.7,2.6
2017,66,Mark Alstork,WRST,32,30.2,19.0,5.7,14.1,.400,2.2,5.7,.387,5.5,6.5,.846,0.8,3.9,4.7,3.5,0.8,0.6,4.3,2.9
2017,67,Jimmy Hall,KENT,36,32.6,19.0,7.4,14.3,.520,0.1,0.6,.150,4.1,5.2,.777,4.1,6.5,10.6,2.6,0.9,1.4,2.9,2.9
2017,68,Quincy McKnight,HEART,32,32.5,18.9,6.3,14.8,.429,0.8,2.6,.321,5.4,6.9,.775,0.8,4.1,4.9,3.0,1.6,0.2,4.6,2.9
2017,69,Jairus Lyles,UMBC,32,34.6,18.9,6.6,14.8,.442,1.4,4.4,.319,4.3,6.0,.728,1.3,5.3,6.6,2.6,1.7,0.0,2.2,1.6
2017,70,Nick Dixon,UTRGV,32,27.4,18.8,6.3,12.1,.521,0.9,2.7,.326,5.4,7.1,.765,1.5,3.5,5.1,3.4,1.9,0.1,2.9,2.3
2017,71,J.J. Frazier,UGA,34,34.6,18.8,5.9,14.4,.406,1.6,5.3,.304,5.5,6.2,.886,0.4,3.4,3.8,4.1,1.9,0.1,2.4,2.4
2017,72,Fred Sims,CHIST,31,34.5,18.8,6.8,18.8,.361,2.3,7.3,.314,3.0,3.7,.807,0.7,3.9,4.6,1.5,1.0,0.3,2.3,1.6
2017,73,Elijah Brown,UNM,31,32.3,18.8,5.4,14.1,.379,2.2,6.6,.330,5.9,7.1,.827,0.4,4.8,5.2,3.1,1.3,0.1,3.1,2.0
2017,74,Josh Hart,VILL,36,33.1,18.7,6.6,12.9,.510,2.1,5.1,.404,3.5,4.7,.747,1.4,5.0,6.4,2.9,1.6,0.3,2.0,2.3
2017,75,Jerome Robinson,BOS,32,34.0,18.7,6.7,15.7,.423,1.7,5.1,.333,3.7,5.1,.722,0.6,3.3,3.9,3.4,1.7,0.4,3.2,2.8
2017,76,Matt Mooney,SODAK,34,31.1,18.6,6.5,14.2,.460,2.2,6.1,.367,3.4,4.7,.717,0.4,4.1,4.5,2.1,2.2,0.1,2.5,1.9
2017,77,Torian Graham,ASU,33,34.7,18.6,7.0,15.5,.448,3.3,8.5,.387,1.4,1.7,.821,0.6,3.6,4.2,1.2,0.9,0.3,1.3,1.5
2017,78,Fletcher Magee,WOFF,33,33.3,18.6,5.9,13.6,.438,3.4,8.0,.423,3.3,3.7,.893,0.3,3.0,3.3,1.8,0.7,0.1,1.7,1.3
2017,79,Nick Mayo,EKU,31,35.2,18.5,6.5,13.0,.504,1.0,2.6,.390,4.4,5.7,.774,1.5,5.0,6.5,2.8,0.9,1.3,3.0,2.5
2017,80,Matt Mobley,STBN,32,38.3,18.5,5.5,13.1,.420,2.7,7.1,.379,4.8,5.6,.861,0.5,5.3,5.8,2.6,1.6,0.3,2.3,2.4
2017,81,T.J. Cline,RICH,35,32.6,18.5,6.9,13.4,.517,1.4,4.3,.316,3.3,4.7,.687,0.9,6.9,7.8,5.6,0.9,0.2,2.9,2.5
2017,82,Brandon Goodwin,FGCU,34,31.6,18.5,6.4,12.6,.512,1.6,4.6,.353,4.0,5.1,.791,0.8,3.7,4.5,4.1,1.2,0.1,2.1,2.1
2017,83,Trevon Bluiett,XAV,36,35.1,18.5,5.9,13.4,.439,2.5,6.8,.373,4.2,5.5,.754,0.7,4.9,5.7,2.1,0.9,0.1,2.2,2.4
2017,84,Andrew White,SYRA,34,37.2,18.5,5.9,13.3,.440,3.3,8.2,.401,3.5,4.1,.837,0.8,3.8,4.6,1.1,1.6,0.4,1.6,2.1
2017,85,Caleb Swanigan,PURD,35,32.5,18.5,6.3,12.0,.527,1.1,2.4,.447,4.7,6.0,.781,2.7,9.7,12.5,3.0,0.4,0.8,3.4,2.8
2017,86,Jahad Thomas,UML,31,33.9,18.3,7.2,12.3,.589,0.1,0.1,1.000,3.8,5.6,.676,2.3,6.7,9.0,4.6,1.6,0.3,3.8,3.0
2017,87,Tyler Cavanaugh,GW,35,32.2,18.3,5.7,12.7,.448,1.9,4.7,.409,4.9,5.8,.848,2.5,5.9,8.4,2.0,0.5,0.4,2.7,2.8
2017,88,Justin Jackson,UNC,40,32.0,18.3,6.6,14.9,.443,2.6,7.1,.370,2.5,3.3,.748,1.5,3.2,4.7,2.8,0.8,0.2,1.7,1.4
2017,89,Donte McGill,FIU,27,33.8,18.3,6.7,15.3,.439,1.0,2.9,.329,3.9,4.2,.929,1.9,1.7,3.6,1.1,1.4,0.1,2.1,2.4
2017,90,Marcus Foster,CREI,35,30.9,18.2,7.0,15.2,.461,2.1,6.1,.341,2.1,3.1,.701,0.3,2.6,2.9,2.4,0.6,0.1,2.2,2.0
2017,91,Yante Maten,UGA,29,29.0,18.2,6.2,11.9,.519,0.7,1.5,.488,5.1,7.2,.716,2.5,4.3,6.8,1.5,0.7,1.5,2.5,2.8
2017,92,Egor Koulechov,RICE,35,34.0,18.2,5.9,12.5,.474,2.3,4.9,.474,4.0,4.9,.819,1.8,7.1,8.9,2.1,0.8,0.3,2.0,2.0
2017,93,Jamel Artis,PITT,32,34.3,18.2,6.1,12.9,.475,2.3,5.9,.392,3.6,4.9,.734,1.3,3.6,4.9,3.3,0.4,0.3,2.6,1.9
2017,94,Dennis Smith,NCST,32,34.8,18.1,6.0,13.1,.455,1.7,4.8,.359,4.5,6.3,.715,0.8,3.8,4.6,6.2,1.9,0.4,3.4,2.1
2017,95,Justin Wright-Foreman,HOF,32,28.3,18.1,6.5,13.2,.493,2.1,5.6,.372,3.0,4.0,.764,0.7,2.9,3.6,1.6,0.8,0.1,1.4,1.8
2017,96,Jared Brownridge,SCU,33,37.1,18.1,5.8,14.1,.409,3.2,8.7,.369,3.4,4.2,.810,0.3,2.4,2.7,2.8,1.0,0.1,1.7,2.1
2017,97,Derrick White,COLO,34,32.8,18.1,6.0,11.9,.507,1.7,4.2,.396,4.4,5.4,.813,1.0,3.1,4.1,4.4,1.2,1.4,2.4,2.1
2017,98,Matt Morgan,COR,28,32.4,18.1,5.9,12.9,.456,3.1,8.2,.376,3.2,3.8,.857,0.5,4.1,4.6,2.1,0.8,0.2,2.5,2.1
2017,99,Rodney Pryor,GTOWN,32,32.6,18.0,6.6,13.8,.480,2.6,6.4,.412,2.2,2.9,.734,1.0,4.0,5.0,1.3,0.8,0.7,1.7,2.3
2017,100,Jordan Washington,IONA,35,21.7,18.0,6.7,12.1,.552,0.0,0.1,.250,4.6,6.7,.686,2.4,5.2,7.6,0.6,0.9,0.4,2.2,3.5
2018,1,Trae Young,OKLA,32,35.4,27.4,8.2,19.3,.422,3.7,10.3,.360,7.4,8.6,.861,0.4,3.5,3.9,8.7,1.7,0.3,5.2,1.8
2018,2,Kendrick Nunn,OAKL,30,37.9,25.9,8.7,20.1,.435,4.5,11.3,.394,4.0,4.7,.838,0.9,3.8,4.7,3.8,1.5,0.4,2.9,2.2
2018,3,Jordan Howard,UCA,35,36.0,25.1,8.0,17.5,.457,3.2,8.2,.394,5.9,6.7,.888,0.3,3.3,3.6,2.7,1.0,0.0,2.3,1.2
2018,4,Chris Clemons,CAM,31,34.0,24.9,7.5,16.6,.452,3.1,8.3,.371,6.8,7.9,.861,0.3,4.3,4.6,3.1,1.6,0.3,2.7,1.9
2018,5,Justin Wright-Foreman,HOF,31,37.8,24.4,8.5,19.0,.449,3.1,8.5,.366,4.2,5.3,.799,0.3,3.0,3.3,3.2,0.8,0.2,2.2,2.0
2018,6,Mike Daum,SDKSU,35,31.1,23.9,7.8,16.9,.462,2.7,6.5,.425,5.5,6.5,.851,1.8,8.4,10.3,1.3,0.5,0.7,2.1,2.4
2018,7,R.J. Cole,HWRD,33,37.9,23.7,7.3,18.5,.394,3.3,9.2,.359,5.8,7.5,.770,0.8,3.1,3.9,6.1,1.7,0.0,3.8,2.6
2018,8,Demontrae Jefferson,TEXSO,27,37.6,23.3,7.7,18.3,.420,3.1,8.0,.394,4.8,5.9,.823,0.7,2.4,3.1,4.6,1.3,0.0,3.1,2.5
2018,9,Jon Elmore,MARSH,36,38.3,22.7,6.8,15.4,.438,2.7,7.7,.355,6.4,7.8,.826,0.4,5.4,5.8,6.7,1.6,0.4,3.7,1.6
2018,10,Bryson Scott,IPFW,33,31.1,22.6,7.5,16.4,.457,1.5,5.1,.296,6.1,7.5,.818,0.6,3.9,4.5,2.6,2.0,0.2,2.8,2.0
2018,11,Andre Spight,NOCOL,38,33.8,22.5,7.7,17.4,.443,3.4,8.4,.400,3.7,4.7,.783,0.5,3.4,3.9,3.7,1.2,0.3,2.9,1.9
2018,12,Matt Morgan,COR,28,34.6,22.5,7.3,14.8,.492,2.7,7.3,.369,5.3,6.4,.817,0.4,4.2,4.6,3.2,0.8,0.3,2.5,1.7
2018,13,Tyler Nelson,FAIR,33,36.5,22.2,7.0,16.6,.420,3.2,8.9,.353,5.1,5.8,.880,0.5,3.6,4.2,3.3,1.4,0.1,2.5,1.7
2018,14,Fletcher Magee,WOFF,34,33.6,22.1,7.4,15.4,.484,4.4,9.9,.439,2.9,3.1,.907,0.3,2.7,2.9,1.7,0.9,0.1,1.7,1.8
2018,15,Jerrick Harding,WEBER,31,32.9,22.0,8.0,15.2,.530,1.8,4.3,.425,4.1,4.6,.882,0.6,2.8,3.4,1.7,1.1,0.2,2.4,1.8
2018,16,Junior Robinson,MSMU,32,36.3,22.0,7.1,16.0,.446,2.4,6.3,.388,5.3,5.9,.899,0.6,2.3,2.9,4.8,1.2,0.0,2.8,2.7
2018,17,Garrison Mathews,LIP,33,30.4,21.7,6.5,13.9,.465,2.7,7.2,.381,6.0,7.5,.799,1.2,4.2,5.5,1.8,1.0,0.3,2.2,2.5
2018,18,Shamorie Ponds,STJ,30,37.0,21.6,7.5,17.9,.420,1.6,6.2,.253,5.0,5.8,.857,1.2,3.8,5.0,4.7,2.3,0.1,2.7,1.8
2018,19,Jonathan Stark,MRRY,32,36.4,21.4,6.9,15.3,.451,3.4,8.6,.399,4.2,4.7,.893,0.4,2.3,2.7,3.9,1.3,0.2,2.4,1.8
2018,20,Ryan Taylor,UE,25,35.2,21.3,7.8,18.3,.426,2.7,6.3,.424,3.0,3.5,.864,0.5,3.4,3.8,1.1,0.8,0.2,2.3,2.3
2018,21,Peyton Aldridge,DAV,33,37.7,21.2,7.6,15.9,.479,2.3,6.1,.381,3.6,4.3,.851,1.4,6.2,7.6,2.5,0.4,0.6,1.2,1.5
2018,22,Kelan Martin,BTLR,35,35.7,21.2,7.4,16.6,.447,2.7,7.5,.364,3.7,4.4,.844,0.9,5.3,6.3,2.0,0.7,0.5,2.4,1.9
2018,23,D'Marcus Simonds,GAST,35,34.9,21.2,7.9,17.2,.461,1.2,4.1,.292,4.2,5.9,.702,1.3,4.4,5.7,4.4,1.7,0.7,3.6,2.9
2018,24,Luwane Pipkins,UMass,32,34.8,21.2,7.1,16.6,.430,3.3,7.8,.426,3.6,4.6,.788,0.5,3.1,3.6,4.0,1.5,0.0,3.4,2.1
2018,25,Bogdan Bliznyuk,EWASH,35,35.1,21.2,7.6,14.3,.528,1.3,3.2,.398,4.7,5.3,.902,0.9,5.9,6.8,3.9,0.8,0.3,3.4,2.4
2018,26,Jock Landale,STMRY,36,33.3,21.1,8.4,13.1,.640,0.1,0.3,.300,4.3,5.8,.746,2.9,7.2,10.2,2.0,0.4,1.0,2.3,3.0
2018,27,Jahad Thomas,UML,27,36.3,21.1,7.8,15.2,.515,0.6,1.6,.364,4.9,7.0,.698,2.6,5.8,8.4,4.0,1.8,0.3,3.5,2.6
2018,28,Marvin Bagley III,DUKE,33,33.9,21.0,8.2,13.3,.614,0.7,1.8,.397,4.0,6.3,.627,4.0,7.1,11.1,1.5,0.8,0.9,2.3,1.8
2018,29,Nicholas King,MTSU,33,32.9,21.0,7.8,15.8,.495,1.3,3.3,.389,4.1,5.5,.732,2.4,6.1,8.4,2.0,0.7,0.2,2.8,1.5
2018,30,Kahlil Dukes,NIAG,33,33.9,21.0,6.8,14.6,.465,2.9,6.9,.417,4.5,5.0,.909,0.2,2.0,2.2,3.3,0.8,0.0,2.5,1.7
